date,open,high,low,close,index_value,daily_return,cumulative_return
2024-03-21,1318.53,1349.08,1280.81,1302.82,1302.82,0.75,30.28
2024-03-22,1300.23,1333.76,1273.95,1291.98,1291.98,-0.83,29.2
2024-03-25,1286.93,1319.19,1247.04,1258.13,1258.13,-2.62,25.81
2024-03-26,1259.42,1315.04,1196.9,1230.31,1230.31,-2.21,23.03
2024-03-27,1224.42,1242.72,1171.85,1184.47,1184.47,-3.73,18.45
2024-03-28,1188.62,1248.25,1170.21,1220.39,1220.39,3.03,22.04
2024-03-29,1210.87,1241.65,1184.28,1225.17,1225.17,0.39,22.52
2024-04-01,1235.45,1278.81,1214.63,1260.33,1260.33,2.87,26.03
2024-04-02,1263.59,1289.28,1226.06,1245.84,1245.84,-1.15,24.58
2024-04-03,1225.6,1257.31,1186.4,1212.93,1212.93,-2.64,21.29
2024-04-08,1205.06,1244.72,1177.75,1208.75,1208.75,-0.34,20.88
2024-04-09,1206.0,1223.11,1164.05,1200.22,1200.22,-0.71,20.02
2024-04-10,1194.65,1203.76,1128.41,1138.56,1138.56,-5.14,13.86
2024-04-11,1144.03,1182.97,1134.61,1149.98,1149.98,1.0,15.0
2024-04-12,1170.39,1231.95,1162.36,1198.9,1198.9,4.25,19.89
2024-04-15,1188.55,1211.08,1155.46,1180.05,1180.05,-1.57,18.01
2024-04-16,1165.26,1194.98,1127.15,1142.32,1142.32,-3.2,14.23
2024-04-17,1165.82,1218.74,1150.76,1213.3,1213.3,6.21,21.33
2024-04-18,1198.46,1232.85,1176.31,1206.25,1206.25,-0.58,20.63
2024-04-19,1195.94,1214.03,1145.55,1172.02,1172.02,-2.84,17.2
2024-04-22,1093.04,1157.22,1071.28,1141.46,1141.46,-2.61,14.15
2024-04-23,1154.63,1169.66,1124.29,1142.42,1142.42,0.08,14.24
2024-04-24,1143.87,1205.42,1124.78,1194.7,1194.7,4.58,19.47
2024-04-25,1175.13,1212.9,1165.32,1183.55,1183.55,-0.93,18.35
2024-04-26,1182.44,1251.3,1174.97,1228.52,1228.52,3.8,22.85
2024-04-29,1240.95,1282.96,1230.16,1259.97,1259.97,2.56,26.0
2024-04-30,1256.24,1287.98,1239.21,1255.04,1255.04,-0.39,25.5
2024-05-06,1279.44,1291.21,1228.71,1239.41,1239.41,-1.25,23.94
2024-05-07,1251.54,1270.74,1193.22,1207.17,1207.17,-2.6,20.72
2024-05-08,1200.3,1227.79,1184.93,1201.7,1201.7,-0.45,20.17
2024-05-09,1200.72,1238.17,1182.38,1221.99,1221.99,1.69,22.2
2024-05-10,1210.97,1219.87,1168.44,1186.04,1186.04,-2.94,18.6
2024-05-13,1177.46,1205.82,1152.83,1167.86,1167.86,-1.53,16.79
2024-05-14,1177.26,1196.65,1144.88,1164.44,1164.44,-0.29,16.44
2024-05-15,1159.88,1194.72,1143.45,1166.95,1166.95,0.22,16.7
2024-05-16,1193.53,1215.85,1169.76,1182.91,1182.91,1.37,18.29
2024-05-17,1165.57,1224.0,1150.14,1210.01,1210.01,2.29,21.0
2024-05-20,1197.38,1259.45,1183.14,1240.59,1240.59,2.53,24.06
2024-05-21,1236.47,1263.44,1214.52,1223.62,1223.62,-1.37,22.36
2024-05-22,1219.15,1230.39,1191.88,1211.6,1211.6,-0.98,21.16
2024-05-23,1225.47,1239.7,1178.58,1196.86,1196.86,-1.22,19.69
2024-05-24,1196.15,1222.78,1136.15,1141.01,1141.01,-4.67,14.1
2024-05-27,1145.33,1194.67,1127.33,1181.55,1181.55,3.55,18.15
2024-05-28,1174.21,1203.76,1149.97,1155.76,1155.76,-2.18,15.58
2024-05-29,1163.53,1184.41,1141.52,1154.84,1154.84,-0.08,15.48
2024-05-30,1111.14,1143.34,1097.19,1119.9,1119.9,-3.03,11.99
2024-05-31,1113.54,1149.71,1100.4,1118.96,1118.96,-0.08,11.9
2024-06-03,1126.71,1188.19,1119.82,1166.46,1166.46,4.25,16.65
2024-06-04,1160.98,1181.67,1143.05,1163.37,1163.37,-0.26,16.34
2024-06-05,1160.02,1185.06,1143.19,1148.18,1148.18,-1.31,14.82
2024-06-06,1123.56,1145.32,1089.35,1098.25,1098.25,-4.35,9.82
2024-06-07,1098.86,1116.48,1061.89,1083.99,1083.99,-1.3,8.4
2024-06-11,1085.05,1129.49,1077.36,1122.67,1122.67,3.57,12.27
2024-06-12,1118.01,1137.33,1105.27,1120.33,1120.33,-0.21,12.03
2024-06-13,1133.96,1171.83,1119.59,1138.64,1138.64,1.63,13.86
2024-06-14,1133.19,1208.75,1117.41,1187.55,1187.55,4.3,18.75
2024-06-17,1187.89,1227.18,1175.05,1209.01,1209.01,1.81,20.9
2024-06-18,1208.13,1254.4,1193.12,1220.18,1220.18,0.92,22.02
2024-06-19,1234.33,1276.32,1215.37,1245.85,1245.85,2.1,24.58
2024-06-20,1241.53,1269.91,1221.39,1230.73,1230.73,-1.21,23.07
2024-06-21,1204.93,1243.99,1185.43,1229.82,1229.82,-0.07,22.98
2024-06-24,1222.76,1246.06,1178.45,1185.44,1185.44,-3.61,18.54
2024-06-25,1169.73,1179.91,1124.8,1136.15,1136.15,-4.16,13.61
2024-06-26,1151.14,1189.46,1129.42,1176.79,1176.79,3.58,17.68
2024-06-27,1157.87,1187.4,1143.74,1153.34,1153.34,-1.99,15.33
2024-06-28,1147.23,1192.7,1143.48,1166.88,1166.88,1.17,16.69
2024-07-01,1164.52,1214.9,1149.6,1203.25,1203.25,3.12,20.32
2024-07-02,1199.97,1214.71,1169.46,1185.43,1185.43,-1.48,18.54
2024-07-03,1179.45,1200.57,1148.41,1181.5,1181.5,-0.33,18.15
2024-07-04,1189.28,1204.24,1159.77,1164.29,1164.29,-1.46,16.43
2024-07-05,1164.15,1186.21,1134.89,1168.64,1168.64,0.37,16.86
2024-07-08,1172.54,1196.51,1158.64,1174.72,1174.72,0.52,17.47
2024-07-09,1170.28,1247.12,1159.87,1239.45,1239.45,5.51,23.94
2024-07-10,1231.67,1262.97,1221.55,1252.8,1252.8,1.08,25.28
2024-07-11,1269.88,1278.83,1210.31,1237.14,1237.14,-1.25,23.71
2024-07-12,1209.49,1229.09,1187.68,1214.44,1214.44,-1.83,21.44
2024-07-15,1208.93,1238.25,1188.51,1213.32,1213.32,-0.09,21.33
2024-07-16,1214.2,1286.75,1185.17,1270.97,1270.97,4.75,27.1
2024-07-17,1260.04,1282.18,1229.43,1234.5,1234.5,-2.87,23.45
2024-07-18,1209.47,1252.76,1166.85,1239.8,1239.8,0.43,23.98
2024-07-19,1222.95,1286.58,1208.54,1250.99,1250.99,0.9,25.1
2024-07-22,1246.21,1273.18,1224.8,1244.06,1244.06,-0.55,24.41
2024-07-23,1247.98,1255.64,1186.19,1188.31,1188.31,-4.48,18.83
2024-07-24,1182.57,1237.87,1172.86,1195.09,1195.09,0.57,19.51
2024-07-25,1181.37,1204.16,1143.57,1161.49,1161.49,-2.81,16.15
2024-07-26,1161.56,1183.27,1139.54,1162.85,1162.85,0.12,16.28
2024-07-29,1163.72,1190.86,1133.75,1163.16,1163.16,0.03,16.32
2024-07-30,1155.95,1178.67,1135.41,1161.16,1161.16,-0.17,16.12
